,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35355339059327373,0.0,0.0,0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35355339059327373,0.0,0.0,-0.35355339059327373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35355339059327373,0.0,0.0,-0.35355339059327373
1,0.006283185307179587,0.35355339059327373,0.0,0.0,0.35355339023713606,0.0,2.3742426271359532e-11,9.376686509533627e-08,0.0,0.0,-9.376686509533627e-08,2.3742426271359532e-11,0.0,0.3535254760900946,0.0,0.0,0.35352547573395693,0.0,-1.3957251589501489e-05,-6.251212045119909e-09,0.0,-2.79147406032657e-06,0.0,0.0,-2.79147406032657e-06,0.004442725408639351,0.0,0.0,0.004442725408639351,0.0,-1.3957251589501487e-05,-6.25121204511991e-09,0.0,0.0,6.251212045119909e-09,-1.3957251589501489e-05,0.0,-0.004442725408639351,0.0,0.0,-0.004442725408639351,-2.79147406032657e-06,0.0,0.0,-2.79147406032657e-06,0.0,6.251212045119909e-09,-1.3957251589501489e-05,0.0,-0.35352547573395693,0.0,0.0,-0.3535254760900946,0.0,2.3742426271359532e-11,9.376686509527156e-08,0.0,0.0,-9.376686509527156e-08,2.3742426271359532e-11,0.0,-0.35355339023713606,0.0,0.0,-0.35355339059327373
2,0.012566370614359173,0.35355339059327373,0.0,0.0,0.3535533856936022,0.0,3.2663713645767047e-10,7.018011392432571e-07,0.0,0.0,-7.018011392432571e-07,3.2663713645767047e-10,0.0,0.353441741896574,0.0,0.0,0.35344173699690234,0.0,-5.582434834981997e-05,-4.67897734548978e-08,0.0,-1.1165196307100448e-05,0.0,0.0,-1.1165196307100448e-05,0.008884586809429728,0.0,0.0,0.008884586809429728,0.0,-5.582434834981997e-05,-4.678977345489784e-08,0.0,0.0,4.678977345489784e-08,-5.582434834981997e-05,0.0,-0.008884586809429728,0.0,0.0,-0.008884586809429728,-1.1165196307100452e-05,0.0,0.0,-1.1165196307100452e-05,0.0,4.678977345489784e-08,-5.582434834981997e-05,0.0,-0.35344173699690234,0.0,0.0,-0.353441741896574,0.0,3.2663713645767037e-10,7.01801139243164e-07,0.0,0.0,-7.01801139243164e-07,3.2663713645767037e-10,0.0,-0.3535533856936022,0.0,0.0,-0.35355339059327373
3,0.01884955592153876,0.35355339059327373,0.0,0.0,0.3535533674168664,0.0,1.5450313143458446e-09,2.3624506842024867e-06,0.0,0.0,-2.3624506842024867e-06,1.5450313143458455e-09,0.0,0.3533022135957165,0.0,0.0,0.3533021904193091,0.0,-0.00012558849877857293,-1.5751593507757207e-07,0.0,-2.5119244787028925e-05,0.0,0.0,-2.5119244787028922e-05,0.01332467963745614,0.0,0.0,0.01332467963745614,0.0,-0.0001255884987785729,-1.575159350775721e-07,0.0,0.0,1.5751593507757212e-07,-0.00012558849877857293,0.0,-0.01332467963745614,0.0,0.0,-0.01332467963745614,-2.5119244787028932e-05,0.0,0.0,-2.511924478702893e-05,0.0,1.5751593507757212e-07,-0.0001255884987785729,0.0,-0.3533021904193091,0.0,0.0,-0.3533022135957165,0.0,1.5450313143458442e-09,2.3624506842022415e-06,0.0,0.0,-2.3624506842022415e-06,1.545031314345845e-09,0.0,-0.3535533674168664,0.0,0.0,-0.35355339059327373
4,0.025132741228718346,0.35355339059327373,0.0,0.0,0.3535533187456339,0.0,4.789514233500943e-09,5.605862302217136e-06,0.0,0.0,-5.605862302217136e-06,4.7895142335009455e-09,0.0,0.3531069358442194,0.0,0.0,0.35310686399657953,0.0,-0.00022322737452710293,-3.738012913386297e-07,0.0,-4.465026441965409e-05,0.0,0.0,-4.4650264419654074e-05,0.017762112861140756,0.0,0.0,0.017762112861140756,0.0,-0.00022322737452710288,-3.738012913386296e-07,0.0,0.0,3.7380129133862963e-07,-0.00022322737452710293,0.0,-0.017762112861140756,0.0,0.0,-0.017762112861140756,-4.4650264419654074e-05,0.0,0.0,-4.465026441965409e-05,0.0,3.738012913386296e-07,-0.00022322737452710293,0.0,-0.35310686399657953,0.0,0.0,-0.3531069358442194,0.0,4.789514233500945e-09,5.605862302216854e-06,0.0,0.0,-5.605862302216854e-06,4.789514233500946e-09,0.0,-0.3535533187456339,0.0,0.0,-0.35355339059327373
5,0.031415926535897934,0.35355339059327373,0.0,0.0,0.3535532165432217,0.0,1.1602103383112453e-08,1.0951697045087678e-05,0.0,0.0,-1.0951697045087678e-05,1.1602103383112456e-08,0.0,0.3528559706599667,0.0,0.0,0.3528557966099146,0.0,-0.00034870996665346625,-7.303420783006622e-07,0.0,-6.975359543407637e-05,0.0,0.0,-6.975359543407636e-05,0.022196012744636985,0.0,0.0,0.022196012744636985,0.0,-0.0003487099666534662,-7.303420783006621e-07,0.0,0.0,7.303420783006623e-07,-0.00034870996665346625,0.0,-0.022196012744636985,0.0,0.0,-0.022196012744636985,-6.975359543407636e-05,0.0,0.0,-6.975359543407637e-05,0.0,7.303420783006622e-07,-0.00034870996665346625,0.0,-0.3528557966099146,0.0,0.0,-0.3528559706599667,0.0,1.1602103383112451e-08,1.0951697045087417e-05,0.0,0.0,-1.0951697045087417e-05,1.1602103383112453e-08,0.0,-0.3535532165432217,0.0,0.0,-0.35355339059327373
6,0.03769911184307752,0.35355339059327373,0.0,0.0,0.35355303127263515,0.0,2.3951091232099898e-08,1.8924041816907193e-05,0.0,0.0,-1.8924041816907193e-05,2.3951091232099898e-08,0.0,0.3525493972248305,0.0,0.0,0.3525490379041919,0.0,-0.000501996684221587,-1.2621614959309963e-06,0.0,-0.00010042328793554952,0.0,0.0,-0.00010042328793554949,0.026625497685226,0.0,0.0,0.026625497685226,0.0,-0.0005019966842215868,-1.2621614959309963e-06,0.0,0.0,1.2621614959309965e-06,-0.000501996684221587,0.0,-0.026625497685226,0.0,0.0,-0.026625497685226,-0.00010042328793554949,0.0,0.0,-0.0001004232879355495,0.0,1.2621614959309963e-06,-0.0005019966842215869,0.0,-0.3525490379041919,0.0,0.0,-0.3525493972248305,0.0,2.395109123209989e-08,1.892404181690688e-05,0.0,0.0,-1.892404181690688e-05,2.3951091232099895e-08,0.0,-0.35355303127263515,0.0,0.0,-0.35355339059327373
7,0.04398229715025711,0.35355339059327373,0.0,0.0,0.35355272689764705,0.0,4.4237374372003604e-08,3.004590076771074e-05,0.0,0.0,-3.0045900767710734e-05,4.423737437200362e-08,0.0,0.3521873121569637,0.0,0.0,0.352186648461337,0.0,-0.0006830392181549729,-2.0042537471849205e-06,0.0,-0.00013665208100536658,0.0,0.0,-0.00013665208100536658,0.031049687315188375,0.0,0.0,0.031049687315188375,0.0,-0.0006830392181549727,-2.004253747184921e-06,0.0,0.0,2.0042537471849217e-06,-0.0006830392181549729,0.0,-0.031049687315188375,0.0,0.0,-0.031049687315188375,-0.0001366520810053666,0.0,0.0,-0.0001366520810053666,0.0,2.00425374718492e-06,-0.0006830392181549731,0.0,-0.352186648461337,0.0,0.0,-0.3521873121569637,0.0,4.423737437200362e-08,3.0045900767710365e-05,0.0,0.0,-3.0045900767710365e-05,4.423737437200362e-08,0.0,-0.35355272689764705,0.0,0.0,-0.35355339059327373
8,0.05026548245743669,0.35355339059327373,0.0,0.0,0.3535522604922077,0.0,7.532005187489749e-08,4.483888473122053e-05,0.0,0.0,-4.483888473122052e-05,7.532005187489749e-08,0.0,0.3517698305695047,0.0,0.0,0.3517687004684387,0.0,-0.0008917800118844717,-2.991575703919444e-06,0.0,-0.00017843132242876923,0.0,0.0,-0.00017843132242876923,0.03546770285613881,0.0,0.0,0.03546770285613881,0.0,-0.0008917800118844715,-2.9915757039194445e-06,0.0,0.0,2.9915757039194453e-06,-0.0008917800118844717,0.0,-0.03546770285613881,0.0,0.0,-0.03546770285613881,-0.00017843132242876923,0.0,0.0,-0.00017843132242876923,0.0,2.991575703919444e-06,-0.0008917800118844717,0.0,-0.3517687004684387,0.0,0.0,-0.3517698305695047,0.0,7.532005187489749e-08,4.483888473122008e-05,0.0,0.0,-4.483888473122008e-05,7.532005187489749e-08,0.0,-0.3535522604922077,0.0,0.0,-0.35355339059327373
9,0.05654866776461628,0.35355339059327373,0.0,0.0,0.35355158260520864,0.0,1.20492616428752e-07,6.382359435245076e-05,0.0,0.0,-6.382359435245075e-05,1.20492616428752e-07,0.0,0.35129708507925433,0.0,0.0,0.3512952770911894,0.0,-0.0011281527570096313,-4.259057185382436e-06,0.0,-0.00022575104401835496,0.0,0.0,-0.00022575104401835504,0.039878666681916246,0.0,0.0,0.039878666681916246,0.0,-0.001128152757009631,-4.259057185382436e-06,0.0,0.0,4.2590571853824375e-06,-0.0011281527570096313,0.0,-0.039878666681916246,0.0,0.0,-0.039878666681916246,-0.00022575104401835496,0.0,0.0,-0.000225751044018355,0.0,4.259057185382436e-06,-0.0011281527570096313,0.0,-0.3512952770911894,0.0,0.0,-0.35129708507925433,0.0,1.2049261642875204e-07,6.382359435245042e-05,0.0,0.0,-6.382359435245042e-05,1.20492616428752e-07,0.0,-0.35355158260520864,0.0,0.0,-0.35355339059327373
