,0,1,2,3,4
0,0.0,0.7071067811865475,0.0,0.0,-0.7071067811865475
1,0.0005711986642890533,0.7071067811865475,2.5383714083916174e-07,0.008885516162087697,-0.7070509512070107
2,0.0011423973285781066,0.7071067811865475,1.0160109287189894e-06,0.017769642501849023,-0.7068834697648476
3,0.00171359599286716,0.7071067811865475,2.2885753315631325e-06,0.026650957009350495,-0.7066043634868752
4,0.0022847946571562133,0.7071067811865475,4.074935923456791e-06,0.03552805512007919,-0.7062136767977683
5,0.0028559933214452665,0.7071067811865475,6.379856313487694e-06,0.044399532443239395,-0.7057114718427738
6,0.00342719198573432,0.7071067811865475,9.209457500752912e-06,0.05326398559759258,-0.7050978285031674
7,0.003998390650023373,0.7071067811865475,1.2571218734656529e-05,0.062120012170592834,-0.7043728443994115
8,0.0045695893143124265,0.7071067811865475,1.6473975397989703e-05,0.07096621098340224,-0.7035366348774801
9,0.00514078797860148,0.7071067811865475,2.0927917170220967e-05,0.07980118233802323,-0.7025893329971219
10,0.005711986642890533,0.7071067811865475,2.594457344439885e-05,0.08862352850451907,-0.7015310894430951
11,0.006283185307179587,0.7071067811865475,3.153681331059851e-05,0.09743185392214777,-0.7003620725245723
12,0.00685438397146864,0.7071067811865475,3.771885543163693e-05,0.10622476520621187,-0.6990824682344235
13,0.007425582635757693,0.7071067811865475,4.4506259237748784e-05,0.11500087152180355,-0.6976924801954234
14,0.007996781300046746,0.7071067811865475,5.1915916775885906e-05,0.12375878475829896,-0.6961923296074752
15,0.0085679799643358,0.7071067811865475,5.9966016430899096e-05,0.13249711933918323,-0.6945822550100891
16,0.009139178628624853,0.7071067811865475,6.867607985609182e-05,0.1412144929810041,-0.6928625125257025
17,0.009710377292913906,0.7071067811865475,7.80669502446184e-05,0.1499095268214804,-0.691033375783406
18,0.01028157595720296,0.7071067811865475,8.816078461732819e-05,0.1585808455996817,-0.6890951358690475
19,0.010852774621492013,0.7071067811865475,9.898102050159491e-05,0.16722707778416984,-0.6870481011183578
20,0.011423973285781066,0.7071067811865475,0.00011055236937199215,0.17584685579237788,-0.684892597075599
21,0.01199517195007012,0.7071067811865475,0.0001229008463552436,0.1844388163336212,-0.6826289666765115
22,0.012566370614359173,0.7071067811865475,0.00013605374706916534,0.1930016005718772,-0.6802575701042796
23,0.013137569278648226,0.7071067811865475,0.00015003963584697515,0.2015338543392331,-0.6777787847143663
24,0.01370876794293728,0.7071067811865475,0.00016488829713456947,0.21003422829917034,-0.6751930047217023
