,0,1,2,3,4
0,0.005711986642890534,0.7055053710937499,0.004333496093749999,0.09014892578124999,-0.7007446289062499
1,0.011423973285781068,0.7036743164062499,-0.0009765624999999999,0.18170166015624997,-0.6867675781249999
2,0.017135959928671597,0.7097778320312499,-0.0028686523437499996,0.26531982421874994,-0.6466674804687499
3,0.022847946571562135,0.6998901367187499,-0.0009765624999999999,0.34106445312499994,-0.6226196289062499
4,0.028559933214452667,0.7033081054687499,0.006591796874999999,0.41442871093749994,-0.5741577148437499
5,0.034271919857343194,0.7058715820312499,0.008300781249999998,0.48419189453124994,-0.5168457031249999
6,0.039983906500233736,0.7156372070312499,0.009338378906249998,0.5375976562499999,-0.44702148437499994
7,0.04569589314312427,0.7134399414062499,0.008666992187499998,0.5957641601562499,-0.37829589843749994
8,0.0514078797860148,0.7086181640624999,0.0017089843749999998,0.6392211914062499,-0.30389404296874994
9,0.05711986642890533,0.7097167968749999,0.004089355468749999,0.6679687499999999,-0.21807861328124997
10,0.06283185307179585,0.7058105468749999,0.014221191406249998,0.7025756835937499,-0.13281249999999997
11,0.06854383971468639,0.7009277343749999,0.014587402343749998,0.7052612304687499,-0.04357910156249999
12,0.07425582635757694,0.7157592773437499,0.013732910156249998,0.7030029296874999,0.04541015624999999
13,0.07996781300046747,0.7092285156249999,0.022460937499999997,0.6910400390624999,0.13159179687499997
14,0.08567979964335799,0.6992187499999999,0.028137207031249997,0.6771850585937499,0.22375488281249997
15,0.09139178628624854,0.7049560546874999,0.03198242187499999,0.6474609374999999,0.30065917968749994
16,0.09710377292913908,0.7177124023437499,0.03967285156249999,0.6026000976562499,0.36779785156249994
17,0.1028157595720296,0.7225341796874999,0.04461669921874999,0.5403442382812499,0.44860839843749994
18,0.1085277462149201,0.7086791992187499,0.05761718749999999,0.48052978515624994,0.5115966796874999
19,0.11423973285781067,0.7077636718749999,0.06036376953124999,0.42272949218749994,0.5592651367187499
20,0.11995171950070117,0.6986083984374999,0.07385253906249999,0.34552001953124994,0.6154174804687499
21,0.1256637061435917,0.7011108398437499,0.08947753906249999,0.27142333984374994,0.6469726562499999
22,0.13137569278648226,0.7005004882812499,0.10162353515624999,0.18530273437499997,0.6799316406249999
23,0.13708767942937278,0.7083740234374999,0.10394287109374999,0.08892822265624999,0.6903076171874999
24,0.14279966607226333,0.7017822265624999,0.10845947265624999,0.010498046874999998,0.7070922851562499
25,0.14851165271515387,0.7007446289062499,0.12329101562499999,-0.07257080078124999,0.7023925781249999
26,0.1542236393580444,0.7038574218749999,0.13690185546874997,-0.16851806640624997,0.6767578124999999
27,0.15993562600093494,0.7049560546874999,0.14727783203124997,-0.24725341796874997,0.6389160156249999
28,0.16564761264382544,0.6978149414062499,0.16381835937499997,-0.32983398437499994,0.6094360351562499
29,0.17135959928671599,0.7044067382812499,0.16577148437499997,-0.40368652343749994,0.5538940429687499
30,0.17707158592960653,0.7091674804687499,0.17297363281249997,-0.46563720703124994,0.5019531249999999
31,0.18278357257249708,0.7111206054687499,0.18627929687499997,-0.5248413085937499,0.43103027343749994
32,0.1884955592153876,0.7026367187499999,0.19372558593749997,-0.5867919921874999,0.35498046874999994
33,0.19420754585827815,0.7091674804687499,0.19183349609374997,-0.6175537109374999,0.28076171874999994
34,0.19991953250116865,0.7033081054687499,0.20495605468749997,-0.6402587890624999,0.21343994140624997
35,0.2056315191440592,0.7051391601562499,0.19073486328124997,-0.6737670898437499,0.11907958984374999
36,0.21134350578694974,0.7089843749999999,0.19836425781249997,-0.6782226562499999,0.023071289062499997
37,0.2170554924298402,0.7218017578124999,0.19458007812499997,-0.6642456054687499,-0.06085205078124999
38,0.22276747907273078,0.7063598632812499,0.19335937499999997,-0.6691894531249999,-0.14410400390624997
39,0.22847946571562133,0.6986694335937499,0.18731689453124997,-0.6525268554687499,-0.23040771484374997
40,0.23419145235851183,0.7008666992187499,0.17327880859374997,-0.6110229492187499,-0.32196044921874994
41,0.23990343900140235,0.7083129882812499,0.16027832031249997,-0.5707397460937499,-0.38574218749999994
42,0.24561542564429287,0.7023315429687499,0.14709472656249997,-0.5227050781249999,-0.45941162109374994
43,0.2513274122871834,0.7076416015624999,0.13348388671874997,-0.45837402343749994,-0.5221557617187499
44,0.257039398930074,0.7109985351562499,0.11322021484374999,-0.38665771484374994,-0.5833129882812499
45,0.2627513855729645,0.7028198242187499,0.09423828124999999,-0.31182861328124994,-0.6347656249999999
46,0.26846337221585503,0.7159423828124999,0.06762695312499999,-0.23431396484374997,-0.6632690429687499
47,0.27417535885874555,0.7119750976562499,0.05517578124999999,-0.15124511718749997,-0.6782836914062499
48,0.27988734550163613,0.7027587890624999,0.03167724609374999,-0.06347656249999999,-0.7084350585937499
