,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,-0.5
1,0.0005711986642890533,0.5,-1.794888210389068e-07,-0.006283007648050957,0.49995978813847863,1.7948882103890667e-07,-1.0714548523098852e-13,-0.0008567311458810066,-1.05870438239422e-05,0.0062830076480509586,0.0008567265636151332,-7.895211033868381e-05,0.006282513432676721,-0.49995978813847863,1.0945982548567108e-05,0.006282512807798023,-0.4999210478895542
2,0.0011423973285781066,0.5,-7.184455921356413e-07,-0.012564973573530447,0.4998391595268374,7.184455921356412e-07,-1.0913806098091272e-12,-0.001713070326113383,-4.2344373481955554e-05,0.012564973573530449,0.0017130342702599548,-0.0003157585392179362,0.012561087642308321,-0.4998391595268374,4.378079942150491e-05,0.012561082724987481,-0.49968424145969076
3,0.00171359599286716,0.5,-1.6182928967364436e-06,-0.0188448360744094,0.49963813495343495,1.618292896736444e-06,-5.297601883036042e-12,-0.002568618148082425,-9.526073055262227e-05,0.0188448360744094,0.002568496214523977,-0.0007102704649876447,0.018831709642937393,-0.49963813495343495,9.849503459496094e-05,0.018831693011209762,-0.49928972952971484
4,0.0022847946571562133,0.5,-2.8814158218265603e-06,-0.025121551224246915,0.49935674924720097,2.881415821826562e-06,-1.6661444920662165e-11,-0.003422982097374848,-0.00016931725351731035,0.025121551224246915,0.003422692598381961,-0.0012622386371085913,0.025090437216083915,-0.49935674924720097,0.00017507291403403674,0.025090397721546906,-0.49873776134623
5,0.0028559933214452665,0.5,-4.511151058597986e-06,-0.031394070800201804,0.49899505109247455,4.511151058597989e-06,-4.074943821126232e-11,-0.004275768333388092,-0.0002644875818057384,0.031394070800201804,0.004275201844420483,-0.001971314820356129,0.03133331753828979,-0.49899505109247455,0.0002734923878521012,0.031333240238050626,-0.4980286851388945
6,0.00342719198573432,0.5,-6.5117969209985645e-06,-0.037661347275851235,0.49855310322062146,6.511796920998571e-06,-8.484108597857348e-11,-0.005126583624197529,-0.00038073776299188714,0.037661347275851235,0.0051256025918308785,-0.0028370505201493024,0.03755640711619885,-0.49855310322062146,0.00039372503445506075,0.03755627321210961,-0.4971629493950096
7,0.003998390650023373,0.5,-8.88861425715803e-06,-0.04392233412499238,0.49803098243576815,8.888614257158039e-06,-1.580229375939922e-10,-0.0059750356141612775,-0.0005180262556593847,0.04392233412499238,0.005973473788711754,-0.0038588971162881857,0.04375577584483528,-0.49803098243576815,0.0005357360385790129,0.043755562595747526,-0.4961411027256889
8,0.0045695893143124265,0.5,-1.1647836660631415e-05,-0.050175985942526646,0.49742877977908234,1.1647836660631425e-05,-2.7136946069422285e-10,-0.006820732923883575,-0.0006763038541160724,0.050175985942526646,0.0068183947352775725,-0.005036204837545214,0.049927508615085964,-0.49742877977908234,0.0006994841062875313,0.04992718923953204,-0.49496379489108533
9,0.00514078797860148,0.5,-1.479659322313078e-05,-0.05642125860438559,0.4967465994181779,1.4796593223130787e-05,-4.379550237272735e-10,-0.007663285289603092,-0.0008555143066964607,0.0564212586043856,0.007659945133831945,-0.006368230968766806,0.05606770743894778,-0.4967465994181779,0.0008849219563977311,0.05606725100377015,-0.4936317685932782
10,0.005711986642890533,0.5,-1.8342980640309016e-05,-0.06265710952556329,0.49598455971984434,1.8342980640309023e-05,-6.731158183361859e-10,-0.008502303790862017,-0.0010555937590074405,0.0626571095255633,0.00849770516650621,-0.007854132641812155,0.062172494870448985,-0.49598455971984434,0.0010919958200335373,0.0621718661560393,-0.49214586668507204
11,0.006283185307179587,0.5,-2.2296037793967003e-05,-0.06888249781609139,0.4951427929020405,2.229603779396701e-05,-9.946191808308418e-10,-0.009337400980915544,-0.001276470965152479,0.0688824978160914,0.00933125554936564,-0.009492969662531197,0.06823801605649553,-0.4951427929020405,0.0013206455823886595,0.06823717540921426,-0.4905070293428496
12,0.00685438397146864,0.5,-2.6665742600427188e-05,-0.0750963844521055,0.49422144501121396,2.6665742600427202e-05,-1.4228704303593865e-09,-0.010168191032706064,-0.0015180673243826816,0.0750963844521055,0.010160177588736012,-0.011283705068665792,0.07426044098218838,-0.49422144501121396,0.0015708047767588828,0.07425934415205035,-0.4887162935084638
13,0.007425582635757693,0.5,-3.146300359762225e-05,-0.08129773267792509,0.49322067586161883,3.1463003597622275e-05,-1.9814867102566253e-09,-0.01099429008047868,-0.0017802969789098566,0.08129773267792509,0.010984053314806758,-0.013225206620430714,0.08023596971884499,-0.49322067586161883,0.0018424005688096562,0.08023456766252564,-0.4867747913980826
14,0.007996781300046746,0.5,-3.6699667581689455e-05,-0.08748550765682152,0.49214065909039245,3.669966758168951e-05,-2.6967694102000297e-09,-0.011815315923664114,-0.002063066725138345,0.08748550765682152,0.011802465365078412,-0.015316245448219998,0.08616082787529741,-0.49214065909039245,0.0021353537708493253,0.08615906658925121,-0.4846837518550106
15,0.0085679799643358,0.5,-4.238851362634436e-05,-0.09365867680554152,0.49098158211464965,4.2388513626344427e-05,-3.5980937005940425e-09,-0.012630888312342452,-0.0023662760831893413,0.09365867680554152,0.012614997094556631,-0.017555497108384936,0.09203127099424907,-0.4909815821146496,0.0024495788303513797,0.0920290913190823,-0.48244449929352134
16,0.009139178628624853,0.5,-4.854323665952185e-05,-0.09981621031438714,0.48974364601755743,4.854323665952193e-05,-4.71896149977075e-09,-0.013440629376775756,-0.0026898174830984694,0.09981621031438714,0.013421232759247165,-0.019941544362458184,0.09784359115901549,-0.4897436460175574,0.002784983797806655,0.09784092853953152,-0.4800584509185803
17,0.009710377292913906,0.5,-5.5178440406136804e-05,-0.1059570814457929,0.48842706549881454,5.5178440406136905e-05,-6.097451737690076e-09,-0.014244163878609842,-0.003033576345569361,0.1059570814457929,0.014220757617586057,-0.022472878389598116,0.10359412086181227,-0.4884270654988145,0.003141470312946738,0.10359090508151543,-0.47752711551295013
18,0.01028157595720296,0.5,-6.230964533762798e-05,-0.11208026650465203,0.4870320689279816,6.23096453376281e-05,-7.775708653826776e-09,-0.015041119200112574,-0.0033974309941672983,0.11208026650465203,0.015013157908279541,-0.025147897498842595,0.1092792328501683,-0.48703206892798157,0.0035189336204836646,0.10927538776799849,-0.47485209472544876
19,0.010852774621492013,0.5,-6.995327747877413e-05,-0.11818474514276357,0.48555889826525495,6.995327747877428e-05,-9.800719144794093e-09,-0.015831125590584864,-0.003781252782584567,0.11818474514276357,0.015798020962136155,-0.027964909055151706,0.11489534392756091,-0.4855588982652549,0.003917262549933433,0.11489078718894093,-0.4720350811441291
20,0.011423973285781066,0.5,-7.812666077856475e-05,-0.1242694997938654,0.4840078089939467,7.812666077856491e-05,-1.2225441331609617e-08,-0.01661381563027961,-0.0041849061823957855,0.1242694997938654,0.016574935063192638,-0.030922131041189325,0.12043890679578864,-0.48400780899394663,0.004336339518681022,0.12043354959482364,-0.4690778567333693
21,0.01199517195007012,0.5,-8.684801371206223e-05,-0.13033351656233877,0.4823790701068134,8.68480137120624e-05,-1.5108529421209406e-08,-0.017388825027622932,-0.004608248822269265,0.13033351656233877,0.017343489707440516,-0.034017692465796515,0.1259064222594608,-0.48237907010681336,0.0047760405116567435,0.12590016902288928,-0.465982292425674
22,0.012566370614359173,0.5,-9.613644383051947e-05,-0.13637578540698062,0.4806729640662718,9.613644383051967e-05,-1.8514739270242256e-08,-0.01815579276987402,-0.00505113155071891,0.13637578540698062,0.018103275668743254,-0.03724963433174122,0.1312944415562385,-0.48067296406627175,0.005236235072354504,0.13128718961188535,-0.4627503471535195
23,0.013137569278648226,0.5,-0.00010601193605280303,-0.14239530017637236,0.47888978672259475,0.00010601193605280326,-2.2515992544367755e-08,-0.018914361114272565,-0.0055133985629964785,0.14239530017637236,0.01885388504497256,-0.04061591156278224,0.1365995663274239,-0.4788897867225947,0.005716786286238219,0.13659120557176635,-0.4593840659212252
24,0.01370876794293728,0.5,-0.00011649533820316357,-0.14839105872135946,0.4770298472162968,0.00011649533820316381,-2.7192629786322842e-08,-0.019664175637953335,-0.0059948875556583466,0.14839105872135946,0.01959491133587153,-0.044114395299688525,0.1418184495250934,-0.47702984721629677,0.006217550757796702,0.14180886208379173,-0.45588557750768166
25,0.014279966607226333,0.5,-0.00012760836869706322,-0.15436206320308843,0.47509346802302144,0.00012760836869706347,-3.263256630677843e-08,-0.020404885553875412,-0.006495429655417088,0.15436206320308843,0.020325949497338944,-0.04774287192441251,0.14694780009880243,-0.4750934680230213,0.006738378621484731,0.14693685995760059,-0.4522570954430212
